name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,r_str_x,r_td_x,r_sub_att,event_name,winner,Method,gender
Germaine de Randamie,10.0,4.0,175.26,61.23,180.34,Orthodox,39.0,2.72,0.46,2.14,0.65,0.0,0.0,0.69,0.4,57.0,0.0,2.0,"UFC Fight Night: Holm vs. Aldana, UFC Fight Night: De Randamie vs. Ladd, UFC Fight Night: Overeem vs Arlovski",Red,"SUB Guillotine Choke, U-DEC, KO/TKO Punch, S-DEC",Women
Geza Kalman,4.0,9.0,185.42,90.72,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,UFC 10: The Tournament,Red,KO/TKO,Men
Gian Villante,17.0,14.0,190.5,104.33,193.04,Orthodox,38.0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,30.0,0.0,0.0,"UFC 268: Usman vs. Covington 2, UFC Fight Night: Hermansson vs. Vettori, UFC Fight Night: Poirier vs. Hooker, UFC Fight Night: Blachowicz vs. Santos, UFC Fight Night: Oezdemir vs. Smith, UFC Fight Night: Rivera vs. Moraes, UFC 220: Miocic vs. Ngannou, UFC Fight Night: Lewis vs. Abdurakhimov, UFC 196: McGregor vs Diaz, UFC on FOX: Dillashaw vs. Barao II, UFC Fight Night: Te Huna vs Marquardt, UFC 159: Jones vs Sonnen","Blue, Red","S-DEC, KO/TKO Punch",Men
Gideon Ray,17.0,15.0,177.8,83.91,,Southpaw,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,,,,,,,
Giga Chikadze,15.0,3.0,182.88,65.77,187.96,Orthodox,35.0,4.08,0.43,3.44,0.62,0.23,0.33,0.69,0.2,65.0,0.0,0.0,"UFC Fight Night: Holloway vs. The Korean Zombie, UFC Fight Night: Reyes vs. Prochazka, UFC Fight Night: Santos vs. Teixeira, UFC Fight Night: Moraes vs. Sandhagen, UFC Fight Night: Overeem vs. Harris, UFC 248: Adesanya vs. Romero",Red,"U-DEC, S-DEC",Men
Gil Castillo,8.0,5.0,175.26,77.11,,Southpaw,58.0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,120.0,3.0,0.0,UFC 35: Throwdown,Red,U-DEC,Men
Gilbert Aldana,6.0,2.0,185.42,113.4,,Orthodox,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,,,,,,,
Gilbert Burns,22.0,7.0,177.8,77.11,180.34,Orthodox,37.0,3.29,0.48,3.42,0.54,2.24,0.38,0.5,0.5,31.0,7.0,0.0,"UFC 299: O'Malley vs. Vera 2, UFC 287: Pereira vs. Adesanya 2, UFC 283: Teixeira vs. Hill, UFC 273: Volkanovski vs. The Korean Zombie, UFC 264: Poirier vs. McGregor 3, UFC Fight Night: Shevchenko vs. Carmouche 2, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Poirier vs. Gaethje, UFC Fight Night: Cyborg vs. Lansberg, UFC Fight Night: Dos Anjos vs. Alvarez, UFC Fight Night: Belfort vs Henderson 3, UFC Fight Night: Maia vs LaFlare, UFC 179: Aldo vs Mendes 2","Blue, Red","U-DEC, SUB Arm Triangle, SUB Armbar",Men
Gilbert Melendez,22.0,8.0,175.26,65.77,185.42,Orthodox,41.0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,27.0,0.0,0.0,"UFC 239: Jones vs. Santos, UFC 188: Velasquez vs Werdum, UFC 166: Velasquez vs Dos Santos 3","Blue, Red",U-DEC,Men
Gilbert Smith,12.0,6.0,175.26,83.91,,Southpaw,42.0,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,,,,,,,
Gilbert Urbina,7.0,4.0,190.5,77.11,190.5,Orthodox,27.0,5.61,0.57,4.61,0.44,3.01,0.44,0.0,0.8,16.0,0.0,0.0,UFC Fight Night: Dolidze vs. Imavov,Blue,KO/TKO Kick,Men
Gilbert Yvel,39.0,16.0,187.96,102.06,195.58,Orthodox,47.0,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0,,,,,,,
Gillian Robertson,13.0,8.0,165.1,52.16,160.02,Orthodox,28.0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1.0,49.0,2.0,1.0,"UFC 297: Strickland vs. Du Plessis, UFC Fight Night: Holloway vs. Allen, UFC 269: Oliveira vs. Poirier, UFC 260: Miocic vs. Ngannou, UFC Fight Night: Thompson vs. Neal, UFC Fight Night: Ortega vs. The Korean Zombie, UFC 240: Holloway vs. Edgar, UFC Fight Night: Thompson vs. Till, The Ultimate Fighter: A New World Champion Finale","Red, Blue","SUB Armbar, SUB Rear Naked Choke, KO/TKO Elbows",Women
Gina Mazany,7.0,6.0,167.64,56.7,172.72,Southpaw,35.0,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,57.0,1.0,0.0,"UFC Fight Night: Font vs. Vera, UFC 262: Oliveira vs. Chandler, UFC Fight Night: Smith vs. Clark, UFC 235: Jones vs. Smith","Blue, Red",KO/TKO Kick,Women
Glaico Franca Moreira,15.0,5.0,182.88,70.31,195.58,Orthodox,33.0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,71.0,0.0,0.0,"UFC Fight Night: Cyborg vs. Lansberg, UFC 197: Jones vs Saint Preux, UFC 190: Rousey vs Correia","Blue, Red",SUB Rear Naked Choke,Men
Gleison Tibau,33.0,14.0,177.8,70.31,180.34,Southpaw,40.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,6.0,2.0,1.0,"UFC Fight Night: Belfort vs Henderson 3, UFC Fight Night: Bigfoot vs Arlovski, UFC Fight Night: Cowboy vs Miller, UFC 168: Weidman vs Silva 2, UFC on FX: Belfort vs. Rockhold, UFC 156: Aldo vs Edgar, UFC 153: Silva vs Bonnar, UFC 148: Silva vs Sonnen 2, UFC 139: Shogun vs Henderson, UFC 130: Rampage vs Hamill, UFC 104: Machida vs Shogun, UFC Fight Night: Condit vs Kampmann, UFC Fight Night: Lauzon vs Stephens, UFC 75: Champion vs Champion, UFC Fight Night: Stout vs Fisher, UFC 68: The Uprising","Blue, Red","S-DEC, SUB Guillotine Choke, U-DEC, SUB Rear Naked Choke",Men
Gloria de Paula,6.0,5.0,165.1,52.16,170.18,Orthodox,28.0,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,51.0,0.0,0.0,UFC Fight Night: Edwards vs. Muhammad,Blue,U-DEC,Women
Glover Teixeira,33.0,9.0,187.96,92.99,193.04,Orthodox,44.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,108.0,2.0,0.0,"UFC 283: Teixeira vs. Hill, UFC 275: Teixeira vs. Prochazka, UFC Fight Night: Cowboy vs. Gaethje, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Cejudo vs. Dillashaw, UFC Fight Night: Shogun vs. Smith, UFC Fight Night: Lawler vs. Dos Anjos, UFC 208: Holm vs. De Randamie, UFC on FOX: Teixeira vs Evans, UFC Fight Night: Belfort vs Henderson 3, UFC Fight Night: Teixeira vs Saint Preux, UFC 179: Aldo vs Mendes 2, UFC Fight Night: Teixeira vs Bader, UFC 160: Velasquez vs Silva 2, UFC 153: Silva vs Bonnar","Blue, Red","SUB Rear Naked Choke, U-DEC, KO/TKO Punch, SUB Guillotine Choke, KO/TKO, SUB Arm Triangle",Men
Godofredo Pepey,13.0,6.0,170.18,65.77,185.42,Orthodox,36.0,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,27.0,1.0,2.0,"UFC Fight Night: Cyborg vs. Lansberg, UFC Fight Night: Maia vs LaFlare, UFC Fight Night: Bigfoot vs Arlovski, UFC Fight Night: Shogun vs Henderson 2, UFC Fight Night: Belfort vs Henderson 2, UFC on FUEL TV: Nogueira vs. Werdum, UFC on FX: Belfort vs Bisping, UFC 147: Silva vs Franklin 2","Red, Blue","SUB Rear Naked Choke, S-DEC",Men
Gokhan Saki,1.0,2.0,182.88,92.99,185.42,Orthodox,40.0,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,5.0,0.0,0.0,"UFC 226: Miocic vs. Cormier, UFC Fight Night: Saint Preux vs. Okami","Blue, Red",KO/TKO Punch,Men
Goran Reljic,15.0,8.0,190.5,92.99,205.74,Southpaw,40.0,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,39.0,0.0,0.0,UFC 84: Ill Will,Red,KO/TKO Punch,Men
Grant Dawson,20.0,2.0,177.8,70.31,182.88,Switch,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5,0.0,0.0,0.0,"UFC Fight Night: Dawson vs. Green, UFC Fight Night: Rodriguez vs. Lemos, UFC Fight Night: Figueiredo vs. Benavidez 2, UFC Fight Night: Benavidez vs. Figueiredo, UFC Fight Night: Lewis vs. Dos Santos","Blue, Red",U-DEC,Men
Gray Maynard,13.0,7.0,175.26,70.31,177.8,Orthodox,44.0,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,13.0,0.0,0.0,"UFC 229: Khabib vs. McGregor, The Ultimate Fighter: Redemption Finale, The Ultimate Fighter: Tournament of Champions Finale, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale, UFC Fight Night: Mendes vs Lamas, UFC Fight Night: Bader vs Saint Preux, The Ultimate Fighter: Team Rousey vs. Team Tate Finale, UFC 160: Velasquez vs Silva 2, UFC on FX: Maynard vs Guida, UFC Fight Night: Maynard vs Diaz, UFC Fight Night: Diaz vs Guillard, UFC 96: Jackson vs Jardine, UFC 90: Silva vs Cote, UFC Fight Night: Florian vs Lauzon, UFC Fight Night: Swick vs Burkman, UFC Fight Night: Thomas vs Florian","Blue, Red","U-DEC, S-DEC",Men
Greg Hardy,7.0,5.0,195.58,120.2,203.2,Orthodox,35.0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0,66.0,0.0,0.0,"UFC 249: Ferguson vs. Gaethje, UFC Fight Night: Dos Anjos vs. Edwards, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Cejudo vs. Dillashaw","Red, Blue","KO/TKO Punches, U-DEC",Men
Greg Soto,9.0,4.0,180.34,77.11,185.42,Orthodox,37.0,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,,,,,,U-DEC,
Greg Stott,0.0,1.0,170.18,99.79,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Gregor Gillespie,14.0,1.0,170.18,70.31,180.34,Orthodox,37.0,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,73.0,6.0,0.0,"UFC Fight Night: Cejudo vs. Dillashaw, UFC Fight Night: Rivera vs. Moraes, UFC Fight Night: Rockhold vs. Branch, UFC 210: Cormier vs. Johnson 2",Red,"KO/TKO Punches, KO/TKO Punch",Men
Gregory Rodrigues,15.0,5.0,190.5,83.91,190.5,Orthodox,32.0,6.08,0.55,5.3,0.51,2.46,0.45,1.0,0.5,6.0,1.0,0.0,"UFC 292: Sterling vs. O'Malley, UFC 283: Teixeira vs. Hill","Red, Blue","KO/TKO Elbows, KO/TKO Punches",Men
Grigory Popov,13.0,3.0,170.18,61.23,172.72,Switch,39.0,3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0,57.0,0.0,0.0,UFC Fight Night: Zabit vs. Kattar,Blue,,Men
Guangyou Ning,5.0,4.0,162.56,65.77,162.56,Southpaw,42.0,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,67.0,0.0,0.0,"UFC Fight Night: Henderson vs Masvidal, UFC Fight Night: Edgar vs Faber, UFC Fight Night: Bisping vs Le","Blue, Red",KO/TKO Punch,Men
Guido Cannetti,10.0,8.0,167.64,61.23,172.72,Southpaw,44.0,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,8.0,1.0,1.0,"UFC Fight Night: Dern vs. Yan, UFC Fight Night: Magny vs. Ponzinibbio","Red, Blue","SUB Rear Naked Choke, U-DEC",Men
Guilherme Vasconcelos,9.0,4.0,182.88,83.91,,Orthodox,38.0,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,,,,,,,
Gunnar Nelson,19.0,5.0,180.34,77.11,182.88,Switch,35.0,1.84,0.61,3.0,0.49,1.9,0.59,0.66,1.0,20.0,1.0,1.0,"UFC 286: Edwards vs. Usman 3, UFC Fight Night: Volkov vs. Aspinall, UFC Fight Night: Hermansson vs. Cannonier, UFC Fight Night: Nelson vs. Ponzinibbio, UFC Fight Night: Manuwa vs. Anderson, UFC 189: Mendes vs McGregor, UFC Fight Night: Nelson vs Story, UFC Fight Night: McGregor vs Brandao, UFC Fight Night: Gustafsson vs Manuwa, UFC on FUEL TV: Barao vs McDonald","Red, Blue","SUB Armbar, U-DEC, SUB Rear Naked Choke",Men
Guram Kutateladze,12.0,4.0,180.34,70.31,182.88,Orthodox,32.0,4.62,0.45,4.53,0.56,0.69,0.18,0.75,0.0,99.0,1.0,0.0,UFC Fight Night: Strickland vs. Magomedov,Blue,S-DEC,Men
Gustavo Lopez,12.0,6.0,165.1,61.23,170.18,Orthodox,34.0,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7,33.0,2.0,1.0,UFC Fight Night: Santos vs. Teixeira,Red,U-DEC,Men
Guto Inocente,7.0,4.0,190.5,92.99,,Orthodox,37.0,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7,,,,,,,
Guy Mezger,30.0,14.0,185.42,90.72,,Orthodox,56.0,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0,0.0,0.0,1.0,"UFC 13: The Ultimate Force, UFC 5: The Return of the Beast, UFC 4: Revenge of the Warriors",Red,"SUB Rear Naked Choke, SUB Armbar, KO/TKO Punches",Men
Hacran Dias,23.0,6.0,172.72,70.31,175.26,Orthodox,39.0,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,41.0,0.0,1.0,"UFC Fight Night: Brunson vs. Machida, UFC Fight Night: Lineker vs. Dodson, UFC Fight Night: Machida vs Romero, UFC on FX: Belfort vs. Rockhold","Blue, Red","S-DEC, U-DEC",Men
Hailey Cowan,7.0,3.0,172.72,61.23,170.18,Southpaw,32.0,2.97,0.42,3.17,0.34,1.5,0.33,0.8,0.0,85.0,2.0,0.0,UFC Fight Night: Song vs. Simon,Blue,,Women
Hakeem Dawodu,13.0,4.0,172.72,65.77,185.42,Orthodox,32.0,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0,90.0,0.0,0.0,"UFC 279: Diaz vs. Ferguson, UFC Fight Night: Hermansson vs. Strickland, UFC 253: Adesanya vs. Costa, UFC 240: Holloway vs. Edgar, UFC 231: Holloway vs. Ortega, UFC Fight Night: Alvarez vs. Poirier 2","Blue, Red","U-DEC, S-DEC, KO/TKO Kick",Men
Hannah Cifers,10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,50.0,0.0,0.0,"UFC Fight Night: Blaydes vs. Dos Santos, UFC 241: Cormier vs. Miocic 2","Blue, Red","U-DEC, S-DEC",Women
Hannah Goldy,6.0,4.0,162.56,52.16,154.94,Orthodox,31.0,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2,,,,,,SUB Armbar,
Hans Stringer,22.0,8.0,190.5,92.99,,Orthodox,36.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,,,,,,S-DEC,
Harry Hunsucker,7.0,6.0,187.96,92.99,190.5,Orthodox,35.0,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,,,,,,,
Harry Moskowitz,6.0,12.0,195.58,124.74,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Hatsu Hioki,29.0,10.0,180.34,65.77,185.42,Orthodox,40.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,38.0,2.0,0.0,"UFC Fight Night: Miocic vs Hunt, UFC Fight Night: Te Huna vs Marquardt, UFC Fight Night: Kim vs Hathaway, UFC on FX: Maynard vs Guida, UFC 144: Edgar vs Henderson, UFC 137: Penn vs Diaz","Blue, Red","U-DEC, S-DEC",Men
Hayato Sakurai,38.0,13.0,170.18,76.2,,Orthodox,48.0,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,,,,,,,
Hayder Hassan,6.0,3.0,177.8,77.11,,,41.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,15.0,0.0,0.0,UFC on FOX: Dos Anjos vs. Cowboy 2,Blue,,Men
Heath Herring,28.0,16.0,193.04,113.4,198.12,Orthodox,46.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,100.0,3.0,0.0,"UFC 82: Pride of a Champion, UFC 69: Shootout",Red,"S-DEC, U-DEC",Men
Heather Clark,7.0,6.0,167.64,52.16,162.56,Orthodox,43.0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,,,,,,U-DEC,
Hector Aldana,4.0,3.0,180.34,77.11,182.88,Orthodox,35.0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,,,,,,,
Hector Lombard,34.0,10.0,175.26,83.91,180.34,Southpaw,46.0,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,68.0,1.0,0.0,"UFC Fight Night: Rockhold vs. Branch, UFC Fight Night: Hunt vs Mir, UFC on FX: Sotiropoulos vs Pearson, UFC 149: Faber vs Barao","Blue, Red","Overturned, U-DEC, KO/TKO Punch, KO/TKO Punches",Men
Hector Ramirez,10.0,6.0,182.88,92.99,,Orthodox,48.0,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,,,,,,,
Hector Sandoval,14.0,4.0,157.48,56.7,162.56,Orthodox,37.0,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,52.0,3.0,0.0,"UFC Fight Night: Swanson vs. Lobov, UFC on FOX: VanZant vs. Waterson",Red,"KO/TKO Punch, U-DEC",Men
Hector Urbina,17.0,10.0,180.34,77.11,185.42,Orthodox,36.0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,16.0,0.0,3.0,UFC Fight Night: Magny vs Gastelum,Blue,SUB Guillotine Choke,Men
Henrique da Silva,14.0,5.0,190.5,92.99,193.04,Orthodox,34.0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,30.0,0.0,0.0,"UFC on FOX: Shevchenko vs. Pena, UFC on FOX: VanZant vs. Waterson, UFC Fight Night: Lineker vs. Dodson","Blue, Red","SUB Armbar, KO/TKO Punches",Men
Henry Briones,16.0,8.0,172.72,61.23,175.26,Orthodox,43.0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,58.0,0.0,1.0,"UFC Fight Night: Maia vs. Usman, UFC Fight Night: Pettis vs. Moreno, UFC Fight Night: Dos Anjos vs. Ferguson, UFC 180: Werdum vs Hunt","Blue, Red",SUB Rear Naked Choke,Men
Henry Cejudo,16.0,4.0,162.56,61.23,162.56,Orthodox,37.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2,56.0,1.0,0.0,"UFC 249: Ferguson vs. Gaethje, UFC 238: Cejudo vs. Moraes, UFC Fight Night: Cejudo vs. Dillashaw, UFC 218: Holloway vs. Aldo 2, UFC 215: Nunes vs Shevchenko 2, UFC 188: Velasquez vs Werdum, UFC on FOX: Dos Santos vs Miocic",Red,"KO/TKO Knee, KO/TKO Punches, S-DEC, U-DEC, KO/TKO Punch",Men
Henry Martinez,9.0,4.0,170.18,70.31,175.26,Southpaw,40.0,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,18.0,0.0,0.0,UFC on FX: Johnson vs McCall,Red,S-DEC,Men
Herbert Burns,11.0,4.0,175.26,65.77,185.42,Orthodox,36.0,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3,35.0,3.0,0.0,"UFC 252: Miocic vs. Cormier 3, UFC Fight Night: Blaydes vs. Dos Santos","Blue, Red","SUB Rear Naked Choke, KO/TKO Knee",Men
Hermes Franca,24.0,17.0,167.64,70.31,180.34,Orthodox,49.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,65.0,0.0,0.0,"UFC 90: Silva vs Cote, UFC Fight Night: Evans vs Salmon, UFC 62: Liddell vs Sobral, UFC 61: Bitter Rivals, UFC 44: Undisputed, UFC 42: Sudden Impact",Red,"U-DEC, KO/TKO Punch, SUB Armbar, SUB Triangle Choke",Men
Hernani Perpetuo,18.0,5.0,182.88,77.11,,Orthodox,38.0,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,63.0,0.0,0.0,UFC on FOX: Lawler vs Brown,Blue,,Men
Holly Holm,15.0,6.0,172.72,61.23,175.26,Southpaw,42.0,3.21,0.4,2.79,0.56,0.9,0.3,0.78,0.1,105.0,4.0,0.0,"UFC Fight Night: Vera vs. Sandhagen, UFC Fight Night: Holm vs. Vieira, UFC Fight Night: Holm vs. Aldana, UFC 246: McGregor vs. Cowboy, UFC 225: Whittaker vs. Romero 2, UFC Fight Night: Holm vs. Correia, UFC 208: Holm vs. De Randamie, UFC on FOX: Holm vs. Shevchenko, UFC 196: McGregor vs Diaz, UFC Fight Night: Mir vs Duffee","Red, Blue","Overturned Guillotine Choke, U-DEC, KO/TKO Kick, S-DEC",Women
Homer Moore,26.0,9.0,177.8,92.99,,Orthodox,52.0,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,,,,,,,
Horacio Gutierrez,4.0,3.0,177.8,65.77,,,33.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,16.0,0.0,0.0,UFC Fight Night: Magny vs Gastelum,Blue,,Men
Houston Alexander,17.0,15.0,182.88,92.99,182.88,Orthodox,52.0,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,18.0,0.0,0.0,"UFC 75: Champion vs Champion, UFC 71: Liddell vs Jackson",Red,"KO/TKO Knee, KO/TKO Punch",Men
Houston Dorr,1.0,2.0,185.42,95.25,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Hu Yaozong,3.0,3.0,190.5,83.91,182.88,Orthodox,28.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,27.0,0.0,0.0,"UFC 267: Blachowicz vs. Teixeira, UFC Fight Night: Blaydes vs. Ngannou 2",Blue,,Men
Hugo Duarte,6.0,3.0,182.88,108.86,,Orthodox,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Hugo Viana,8.0,4.0,167.64,61.23,170.18,Orthodox,41.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,42.0,1.0,0.0,"UFC 190: Rousey vs Correia, UFC Fight Night: Cowboy vs Miller",Blue,"U-DEC, KO/TKO Punch, S-DEC",Men
Humberto Bandenay,14.0,7.0,180.34,65.77,180.34,Southpaw,29.0,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,31.0,2.0,0.0,UFC Fight Night: Magny vs. Ponzinibbio,Blue,KO/TKO Kick,Men
Humberto Brown Morrison,4.0,6.0,177.8,65.77,,,39.0,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,,,,,,,
Hunter Azure,9.0,2.0,172.72,65.77,175.26,Orthodox,32.0,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,78.0,0.0,1.0,"UFC Fight Night: Vettori vs. Holland, UFC Fight Night: Smith vs. Teixeira",Blue,U-DEC,Men
Hyder Amil,9.0,0.0,175.26,65.77,177.8,Switch,33.0,4.73,0.54,2.16,0.61,0.68,0.33,0.78,2.0,,,,,,,
Hyun Gyu Lim,13.0,7.0,190.5,77.11,195.58,Orthodox,39.0,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,8.0,0.0,0.0,"UFC 202: Diaz vs. McGregor 2, UFC Fight Night: Edgar vs Faber, UFC Fight Night: Hunt vs Nelson","Blue, Red","KO/TKO Elbows, KO/TKO Knee",Men
HyunSung Park,9.0,0.0,170.18,56.7,167.64,Orthodox,28.0,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6,65.0,0.0,0.0,UFC Fight Night: Song vs. Gutierrez,Red,SUB Rear Naked Choke,Men
Ian Entwistle,9.0,3.0,165.1,61.23,,Orthodox,37.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,0.0,0.0,1.0,UFC Fight Night: Rothwell vs Dos Santos,Blue,SUB Heel Hook,Men
Ian Freeman,20.0,7.0,180.34,102.06,,Orthodox,57.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,60.0,0.0,0.0,"UFC 38: Brawl at the Hall, UFC 27: Ultimate Bad Boyz, UFC 26: Ultimate Field Of Dreams",Red,"KO/TKO, U-DEC, KO/TKO Knees",Men
Ian Heinisch,14.0,5.0,180.34,83.91,182.88,Orthodox,35.0,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,22.0,0.0,0.0,"UFC 250: Nunes vs. Spencer, UFC 245: Usman vs. Covington","Red, Blue","KO/TKO Punch, U-DEC",Men
Ian Loveland,18.0,10.0,172.72,65.77,,Orthodox,40.0,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3,75.0,0.0,0.0,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Red,U-DEC,Men
Ian Machado Garry,14.0,0.0,190.5,77.11,187.96,Orthodox,26.0,6.27,0.55,3.49,0.53,0.55,0.75,0.69,0.0,127.0,0.0,0.0,"UFC 285: Jones vs. Gane, UFC 276: Adesanya vs. Cannonier, UFC 273: Volkanovski vs. The Korean Zombie, UFC 268: Usman vs. Covington 2",Red,,Men
Ian McCall,13.0,5.0,165.1,56.7,162.56,Orthodox,39.0,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,73.0,1.0,0.0,"UFC 183: Silva vs Diaz, UFC 163: Aldo vs Jung","Blue, Red",U-DEC,Men
Iasmin Lucindo,15.0,5.0,160.02,52.16,167.64,Orthodox,22.0,3.33,0.39,3.23,0.67,2.33,0.66,0.66,0.4,57.0,4.0,0.0,UFC Fight Night: Pavlovich vs. Blaydes,Red,SUB Arm Triangle,Women
Icho Larenas,6.0,5.0,190.5,106.59,,Orthodox,44.0,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0,,,,,,,
Ignacio Bahamondes,14.0,5.0,190.5,70.31,190.5,Orthodox,26.0,6.97,0.46,4.36,0.57,0.0,0.0,0.85,0.4,62.0,0.0,0.0,"UFC Fight Night: Sandhagen vs. Font, UFC 287: Pereira vs. Adesanya 2","Blue, Red","U-DEC, SUB Guillotine Choke",Men
Igor Araujo,25.0,9.0,185.42,77.11,195.58,Orthodox,43.0,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,48.0,0.0,0.0,"UFC Fight Night: Mir vs Duffee, UFC Fight Night: Bigfoot vs Arlovski, UFC Fight Night: Gustafsson vs Manuwa","Blue, Red",U-DEC,Men
Igor Pokrajac,28.0,13.0,182.88,92.99,187.96,Orthodox,45.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,61.0,0.0,0.0,"UFC Fight Night: Rothwell vs Dos Santos, UFC 152: Jones vs Belfort, UFC on FUEL TV: Korean Zombie vs Poirier, UFC Live: Sanchez vs Kampmann","Blue, Red","Overturned, U-DEC, KO/TKO Punches, KO/TKO",Men
Igor Severino,8.0,1.0,170.18,56.7,175.26,Orthodox,20.0,7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,40.0,5.0,0.0,UFC Fight Night: Ribas vs. Namajunas,Blue,,Men
Igor Zinoviev,4.0,1.0,185.42,90.26,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ihor Potieria,20.0,5.0,190.5,83.91,190.5,Southpaw,27.0,5.19,0.5,5.01,0.51,0.0,0.0,0.57,0.0,,,,,,KO/TKO Punches,
